бараа_дугаар,ангилал,бүлэг,брэнд,одоогийн_үнэ,суурь_үнэ,өртөг,санал_болгох_үнэ,өөрчлөлтийн_дүн,өөрчлөлтийн_хувь,үйлдэл,яаралтай,ашгийн_хувь,ашгийн_ангилал,эрэлтийн_түвшин,сарын_дундаж_тоо,нийт_тоо,идэвхтэй_сар,шалтгаан
Item_4224,Category_16,Group_10,Brand_83,53249,56990,28650,46860,-6389,-12.0,Үнэ бууруулах,Дунд,47.3,Сайн ашиг,Дунд,3.7,11,3,141 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4225,Category_133,Group_32,Brand_83,50585,59990,29541,44510,-6074,-12.0,Үнэ бууруулах,Дунд,41.6,Сайн ашиг,Өндөр,30.0,60,2,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4226,Category_60,Group_32,Brand_83,34259,39990,19618,30150,-4108,-12.0,Үнэ бууруулах,Дунд,43.0,Сайн ашиг,Өндөр,44.7,134,3,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4227,Category_29,Group_10,Brand_2,39590,39990,19985,34840,-4750,-12.0,Үнэ бууруулах,Дунд,49.5,Сайн ашиг,Дунд,8.7,26,3,147 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4228,Category_28,Group_9,Brand_84,26732,26990,12419,23520,-3212,-12.0,Үнэ бууруулах,Дунд,53.8,Сайн ашиг,Өндөр,44.7,134,3,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4229,Category_48,Group_32,Brand_87,29605,29990,14093,26050,-3555,-12.0,Үнэ бууруулах,Дунд,52.7,Сайн ашиг,Өндөр,33.0,99,3,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_423,Category_3,Group_18,Brand_15,16990,16990,8514,15800,-1190,-7.0,Үнэ бууруулах,Дунд,49.9,Сайн ашиг,Бага,1.5,6,4,"Эрэлт бага (1.5 ш/сар), ашиг бууруулахыг зөвшөөрнө (49.9%) | Үнийн бага бууралт илүү олон худалдан авагч татна"
Item_4230,Category_28,Group_9,Brand_85,69360,69990,35284,61040,-8320,-12.0,Үнэ бууруулах,Дунд,49.6,Сайн ашиг,Дунд,10.0,30,3,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4231,Category_28,Group_9,Brand_85,22689,22990,10818,19970,-2718,-12.0,Үнэ бууруулах,Дунд,52.4,Сайн ашиг,Дунд,16.7,50,3,140 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4232,Category_28,Group_9,Brand_85,49990,49990,22148,46490,-3500,-7.0,Үнэ бууруулах,Дунд,55.7,Сайн ашиг,Бага,1.7,5,3,"Эрэлт бага (1.7 ш/сар), ашиг бууруулахыг зөвшөөрнө (55.7%) | Үнийн бага бууралт илүү олон худалдан авагч татна"
Item_4233,Category_28,Group_9,Brand_85,49990,49990,21499,43990,-6000,-12.0,Үнэ бууруулах,Дунд,59.5,Сайн ашиг,Дунд,3.5,7,2,158 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4234,Category_91,Group_34,Brand_124,11347,12990,6864,9990,-1357,-12.0,Үнэ бууруулах,Дунд,39.5,Дунд ашиг,Дунд,12.5,25,2,139 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4235,Category_65,Group_34,Brand_124,11346,12990,6862,9980,-1365,-12.0,Үнэ бууруулах,Дунд,39.5,Дунд ашиг,Дунд,16.0,48,3,139 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4236,Category_91,Group_34,Brand_124,11346,12990,6946,9980,-1366,-12.0,Үнэ бууруулах,Дунд,39.2,Дунд ашиг,Өндөр,29.0,87,3,138 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4237,Category_91,Group_34,Brand_124,24602,31990,15153,21650,-2952,-12.0,Үнэ бууруулах,Дунд,40.6,Сайн ашиг,Дунд,20.3,61,3,144 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4238,Category_8,Group_31,Brand_26,21816,21990,11695,19200,-2615,-12.0,Үнэ бууруулах,Дунд,47.3,Сайн ашиг,Дунд,10.0,30,3,140 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4239,Category_49,Group_2,Brand_92,38951,39990,19024,34280,-4670,-12.0,Үнэ бууруулах,Дунд,51.4,Сайн ашиг,Дунд,20.3,61,3,138 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_424,Category_3,Group_18,Brand_15,10912,10990,5307,10150,-761,-7.0,Үнэ бууруулах,Дунд,52.5,Сайн ашиг,Бага,1.6,14,9,"Эрэлт бага (1.6 ш/сар), ашиг бууруулахыг зөвшөөрнө (52.5%) | Үнийн бага бууралт илүү олон худалдан авагч татна"
Item_4240,Category_2,Group_2,Brand_92,38815,39990,18815,34160,-4654,-12.0,Үнэ бууруулах,Дунд,51.5,Сайн ашиг,Дунд,15.3,46,3,138 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4241,Category_49,Group_2,Brand_92,39366,39990,18876,34640,-4725,-12.0,Үнэ бууруулах,Дунд,52.1,Сайн ашиг,Дунд,14.7,44,3,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4242,Category_2,Group_2,Brand_92,39366,39990,18900,34640,-4725,-12.0,Үнэ бууруулах,Дунд,52.1,Сайн ашиг,Дунд,14.0,42,3,140 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4243,Category_2,Group_2,Brand_92,47970,49990,23249,42210,-5760,-12.0,Үнэ бууруулах,Дунд,51.5,Сайн ашиг,Дунд,8.3,25,3,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4244,Category_142,Group_6,Brand_187,9896,9990,15234,16760,6863,69.4,Үнэ нэмэх,Яаралтай,-53.9,Алдагдалтай,Дунд,9.0,18,2,"Алдагдалтай зарагдаж байна (-53.9%) | Өртөгт суурилсан доод үнэ: 17,519₮ | ⚠️ Өртгийн доод хязгаар хэрэгжлээ: 15,234₮"
Item_4245,Category_141,Group_6,Brand_186,12990,12990,16903,18590,5600,43.1,Үнэ нэмэх,Яаралтай,-30.1,Алдагдалтай,Бага,1.0,1,1,"Алдагдалтай зарагдаж байна (-30.1%) | Өртөгт суурилсан доод үнэ: 19,438₮ | ⚠️ Өртгийн доод хязгаар хэрэгжлээ: 16,903₮"
Item_4245,Category_142,Group_6,Brand_187,12990,12990,16903,18590,5600,43.1,Үнэ нэмэх,Яаралтай,-30.1,Алдагдалтай,Дунд,6.0,6,1,"Алдагдалтай зарагдаж байна (-30.1%) | Өртөгт суурилсан доод үнэ: 19,438₮ | ⚠️ Өртгийн доод хязгаар хэрэгжлээ: 16,903₮"
Item_4247,Category_42,Group_8,Brand_186,14987,18697,5994,13190,-1797,-12.0,Үнэ бууруулах,Дунд,91.2,Сайн ашиг,Өндөр,35.0,70,2,198 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4247,Category_42,Group_8,Brand_187,15247,18697,6098,13420,-1827,-12.0,Үнэ бууруулах,Дунд,77.2,Сайн ашиг,Өндөр,39.0,78,2,184 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4248,Category_42,Group_8,Brand_186,35331,39729,25781,31090,-4241,-12.0,Үнэ бууруулах,Дунд,27.0,Дунд ашиг,Дунд,9.0,18,2,198 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4248,Category_42,Group_8,Brand_187,35829,39729,25946,31530,-4299,-12.0,Үнэ бууруулах,Дунд,27.7,Дунд ашиг,Дунд,18.0,36,2,188 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4249,Category_42,Group_8,Brand_186,34790,43729,25552,30620,-4170,-12.0,Үнэ бууруулах,Дунд,26.6,Дунд ашиг,Дунд,2.5,5,2,196 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4249,Category_42,Group_8,Brand_187,34895,43729,25560,30710,-4185,-12.0,Үнэ бууруулах,Дунд,26.8,Дунд ашиг,Дунд,5.0,10,2,190 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_425,Category_3,Group_18,Brand_15,14990,14990,7801,13940,-1050,-7.0,Үнэ бууруулах,Дунд,48.0,Сайн ашиг,Бага,1.5,3,2,"Эрэлт бага (1.5 ш/сар), ашиг бууруулахыг зөвшөөрнө (48.0%) | Үнийн бага бууралт илүү олон худалдан авагч татна"
Item_4250,Category_42,Group_8,Brand_186,34817,39729,26623,30640,-4176,-12.0,Үнэ бууруулах,Дунд,23.5,Дунд ашиг,Дунд,11.5,23,2,198 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4250,Category_42,Group_8,Brand_187,34833,39729,26442,30650,-4182,-12.0,Үнэ бууруулах,Дунд,24.1,Дунд ашиг,Дунд,13.5,27,2,194 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4251,Category_42,Group_8,Brand_186,39800,46980,24469,35020,-4780,-12.0,Үнэ бууруулах,Дунд,38.5,Дунд ашиг,Дунд,8.0,8,1,201 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4251,Category_42,Group_8,Brand_187,39850,46980,24492,35070,-4780,-12.0,Үнэ бууруулах,Дунд,38.5,Дунд ашиг,Дунд,5.0,10,2,192 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4252,Category_42,Group_8,Brand_186,15683,15998,6273,13800,-1883,-12.0,Үнэ бууруулах,Дунд,91.1,Сайн ашиг,Өндөр,26.0,52,2,196 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4252,Category_42,Group_8,Brand_187,15699,15998,6279,13810,-1888,-12.0,Үнэ бууруулах,Дунд,76.5,Сайн ашиг,Өндөр,29.5,59,2,179 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4253,Category_109,Group_18,Brand_181,66000,66000,51000,58080,-7920,-12.0,Үнэ бууруулах,Дунд,22.7,Дунд ашиг,Дунд,2.0,4,2,156 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4255,Category_14,Group_10,Brand_3,23395,24990,11450,24560,1165,5.0,Үнэ нэмэх,Дунд,51.3,Сайн ашиг,Өндөр,106.0,212,2,"Эрэлт маш өндөр (106 ш/сар), ашиг сайн (51.3%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_4256,Category_36,Group_21,Brand_147,4990,4990,1996,4390,-600,-12.0,Үнэ бууруулах,Дунд,90.9,Сайн ашиг,Дунд,3.0,3,1,170 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4257,Category_36,Group_21,Brand_147,4975,4990,1990,4380,-595,-12.0,Үнэ бууруулах,Дунд,90.9,Сайн ашиг,Дунд,6.0,12,2,145 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4258,Category_67,Group_3,Brand_163,24500,24500,18932,21560,-2940,-12.0,Үнэ бууруулах,Дунд,22.7,Дунд ашиг,Дунд,9.0,18,2,140 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4259,Category_67,Group_3,Brand_163,15500,15500,11713,13640,-1860,-12.0,Үнэ бууруулах,Дунд,24.4,Дунд ашиг,Дунд,8.0,16,2,140 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_426,Category_73,Group_21,Brand_15,14990,14990,7818,13940,-1050,-7.0,Үнэ бууруулах,Дунд,47.9,Сайн ашиг,Бага,1.5,3,2,"Эрэлт бага (1.5 ш/сар), ашиг бууруулахыг зөвшөөрнө (47.9%) | Үнийн бага бууралт илүү олон худалдан авагч татна"
Item_4260,Category_67,Group_3,Brand_163,24500,24500,18746,21560,-2940,-12.0,Үнэ бууруулах,Дунд,23.5,Дунд ашиг,Дунд,9.0,27,3,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4261,Category_67,Group_3,Brand_163,18500,18500,14295,16280,-2220,-12.0,Үнэ бууруулах,Дунд,22.7,Дунд ашиг,Дунд,9.7,29,3,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4262,Category_67,Group_3,Brand_163,15500,15500,11757,13640,-1860,-12.0,Үнэ бууруулах,Дунд,24.1,Дунд ашиг,Дунд,12.0,24,2,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4263,Category_67,Group_3,Brand_163,24500,24500,18932,21560,-2940,-12.0,Үнэ бууруулах,Дунд,22.7,Дунд ашиг,Бага,1.5,3,2,148 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4264,Category_67,Group_3,Brand_163,18500,18500,14295,16280,-2220,-12.0,Үнэ бууруулах,Дунд,22.7,Дунд ашиг,Бага,1.0,2,2,158 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4265,Category_67,Group_3,Brand_163,15500,15500,11977,13640,-1860,-12.0,Үнэ бууруулах,Дунд,22.7,Дунд ашиг,Бага,1.0,1,1,148 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4266,Category_54,Group_22,Brand_163,80000,80000,58409,70400,-9600,-12.0,Үнэ бууруулах,Дунд,27.0,Дунд ашиг,Дунд,2.7,8,3,164 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4267,Category_54,Group_22,Brand_163,80000,80000,61818,70400,-9600,-12.0,Үнэ бууруулах,Дунд,22.7,Дунд ашиг,Дунд,2.0,2,1,176 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4268,Category_54,Group_22,Brand_163,80000,80000,56461,70400,-9600,-12.0,Үнэ бууруулах,Дунд,29.4,Дунд ашиг,Дунд,3.5,7,2,171 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4269,Category_54,Group_22,Brand_163,80000,80000,34545,70400,-9600,-12.0,Үнэ бууруулах,Дунд,56.8,Сайн ашиг,Дунд,2.0,4,2,182 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_427,Category_3,Group_18,Brand_15,26990,26990,13297,25100,-1890,-7.0,Үнэ бууруулах,Дунд,50.7,Сайн ашиг,Бага,1.3,9,7,"Эрэлт бага (1.3 ш/сар), ашиг бууруулахыг зөвшөөрнө (50.7%) | Үнийн бага бууралт илүү олон худалдан авагч татна"
Item_4270,Category_54,Group_22,Brand_163,80000,80000,61818,70400,-9600,-12.0,Үнэ бууруулах,Дунд,22.7,Дунд ашиг,Бага,1.0,2,2,156 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4271,Category_42,Group_8,Brand_84,143583,162960,64758,150760,7177,5.0,Үнэ нэмэх,Дунд,55.6,Сайн ашиг,Өндөр,86.0,86,1,"Эрэлт маш өндөр (86 ш/сар), ашиг сайн (55.6%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_4272,Category_42,Group_8,Brand_84,117969,132970,52954,123870,5900,5.0,Үнэ нэмэх,Дунд,55.1,Сайн ашиг,Өндөр,60.0,60,1,"Эрэлт маш өндөр (60 ш/сар), ашиг сайн (55.1%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_4273,Category_42,Group_8,Brand_111,184423,211960,104765,193640,9216,5.0,Үнэ нэмэх,Дунд,43.3,Сайн ашиг,Өндөр,70.0,70,1,"Эрэлт маш өндөр (70 ш/сар), ашиг сайн (43.3%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_4274,Category_42,Group_8,Brand_27,95892,107970,41731,84380,-11511,-12.0,Үнэ бууруулах,Дунд,57.0,Сайн ашиг,Өндөр,32.0,64,2,158 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4275,Category_42,Group_8,Brand_27,175422,199970,85952,154370,-21052,-12.0,Үнэ бууруулах,Дунд,50.9,Сайн ашиг,Өндөр,36.0,36,1,170 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4276,Category_42,Group_8,Brand_27,170536,193960,77159,150070,-20465,-12.0,Үнэ бууруулах,Дунд,54.8,Сайн ашиг,Өндөр,26.0,26,1,169 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4277,Category_42,Group_8,Brand_27,103808,117970,51368,109000,5192,5.0,Үнэ нэмэх,Дунд,50.5,Сайн ашиг,Өндөр,81.0,81,1,"Эрэлт маш өндөр (81 ш/сар), ашиг сайн (50.5%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_4278,Category_42,Group_8,Brand_27,94271,106970,46117,98980,4709,5.0,Үнэ нэмэх,Дунд,51.1,Сайн ашиг,Өндөр,161.0,161,1,"Эрэлт маш өндөр (161 ш/сар), ашиг сайн (51.1%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_4279,Category_42,Group_8,Brand_91,137401,154970,61273,144270,6868,5.0,Үнэ нэмэх,Дунд,55.4,Сайн ашиг,Өндөр,156.0,156,1,"Эрэлт маш өндөр (156 ш/сар), ашиг сайн (55.4%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_428,Category_3,Group_18,Brand_15,7937,7990,3316,6980,-956,-12.1,Үнэ бууруулах,Дунд,58.2,Сайн ашиг,Дунд,2.3,30,13,146 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4280,Category_42,Group_8,Brand_91,134973,149970,62065,118780,-16193,-12.0,Үнэ бууруулах,Дунд,54.0,Сайн ашиг,Дунд,14.0,14,1,169 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4281,Category_42,Group_8,Brand_91,134570,153970,58214,141300,6730,5.0,Үнэ нэмэх,Дунд,56.6,Сайн ашиг,Өндөр,132.0,132,1,"Эрэлт маш өндөр (132 ш/сар), ашиг сайн (56.6%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_4282,Category_42,Group_8,Brand_64,32980,32980,13192,29020,-3960,-12.0,Үнэ бууруулах,Дунд,61.6,Сайн ашиг,Өндөр,27.0,27,1,169 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4283,Category_42,Group_8,Brand_64,32777,32980,13136,28840,-3937,-12.0,Үнэ бууруулах,Дунд,61.4,Сайн ашиг,Өндөр,26.0,26,1,174 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4285,Category_42,Group_8,Brand_64,70970,70970,31550,62450,-8520,-12.0,Үнэ бууруулах,Дунд,55.5,Сайн ашиг,Дунд,3.0,3,1,170 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4286,Category_8,Group_3,Brand_26,2990,2990,1196,2780,-210,-7.0,Үнэ бууруулах,Дунд,90.9,Сайн ашиг,Бага,1.0,1,1,"Эрэлт бага (1.0 ш/сар), ашиг бууруулахыг зөвшөөрнө (90.9%) | Үнийн бага бууралт илүү олон худалдан авагч татна"
Item_4287,Category_8,Group_3,Brand_26,2990,2990,1196,2780,-210,-7.0,Үнэ бууруулах,Дунд,90.9,Сайн ашиг,Бага,1.0,2,2,"Эрэлт бага (1.0 ш/сар), ашиг бууруулахыг зөвшөөрнө (90.9%) | Үнийн бага бууралт илүү олон худалдан авагч татна"
Item_4288,Category_8,Group_3,Brand_26,2990,2990,1196,2780,-210,-7.0,Үнэ бууруулах,Дунд,90.9,Сайн ашиг,Бага,1.0,1,1,"Эрэлт бага (1.0 ш/сар), ашиг бууруулахыг зөвшөөрнө (90.9%) | Үнийн бага бууралт илүү олон худалдан авагч татна"
Item_429,Category_3,Group_18,Brand_15,11990,11990,5525,11150,-840,-7.0,Үнэ бууруулах,Дунд,53.9,Сайн ашиг,Бага,1.0,2,2,"Эрэлт бага (1.0 ш/сар), ашиг бууруулахыг зөвшөөрнө (53.9%) | Үнийн бага бууралт илүү олон худалдан авагч татна"
Item_4293,Category_58,Group_9,Brand_11,57718,58867,31330,60040,2321,4.0,Үнэ нэмэх,Дунд,46.6,Сайн ашиг,Өндөр,85.5,171,2,"Эрэлт маш өндөр (86 ш/сар), ашиг сайн (46.6%) | Борлуулалт алдахгүйгээр аажим үнэ нэмэх боломж байна"
Item_4294,Category_8,Group_31,Brand_11,29728,29990,16363,26160,-3568,-12.0,Үнэ бууруулах,Дунд,44.9,Сайн ашиг,Дунд,7.5,15,2,140 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4295,Category_137,Group_36,Brand_15,11990,11990,5661,10550,-1440,-12.0,Үнэ бууруулах,Дунд,52.8,Сайн ашиг,Дунд,2.5,5,2,140 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4296,Category_137,Group_36,Brand_15,9928,9990,4599,8740,-1187,-12.0,Үнэ бууруулах,Дунд,53.7,Сайн ашиг,Дунд,8.0,16,2,139 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4297,Category_137,Group_36,Brand_15,6990,6990,3301,6500,-490,-7.0,Үнэ бууруулах,Дунд,52.8,Сайн ашиг,Бага,1.0,1,1,"Эрэлт бага (1.0 ш/сар), ашиг бууруулахыг зөвшөөрнө (52.8%) | Үнийн бага бууралт илүү олон худалдан авагч татна"
Item_4298,Category_37,Group_31,Brand_15,39990,39990,20378,35190,-4800,-12.0,Үнэ бууруулах,Дунд,49.0,Сайн ашиг,Дунд,6.0,12,2,148 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4299,Category_135,Group_35,Brand_15,24990,24990,13516,23240,-1750,-7.0,Үнэ бууруулах,Дунд,45.9,Сайн ашиг,Бага,1.0,1,1,"Эрэлт бага (1.0 ш/сар), ашиг бууруулахыг зөвшөөрнө (45.9%) | Үнийн бага бууралт илүү олон худалдан авагч татна"
Item_43,Category_11,Group_3,Brand_20,19224,19990,9673,16920,-2303,-12.0,Үнэ бууруулах,Дунд,50.0,Сайн ашиг,Өндөр,43.2,561,13,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_430,Category_3,Group_18,Brand_15,25610,25990,14014,22540,-3070,-12.0,Үнэ бууруулах,Дунд,45.3,Сайн ашиг,Дунд,2.2,13,6,171 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4300,Category_135,Group_35,Brand_15,29990,29990,14623,26390,-3600,-12.0,Үнэ бууруулах,Дунд,51.2,Сайн ашиг,Дунд,4.5,9,2,153 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4301,Category_136,Group_35,Brand_15,19990,19990,10691,17590,-2400,-12.0,Үнэ бууруулах,Дунд,49.0,Сайн ашиг,Дунд,3.0,6,2,143 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4302,Category_139,Group_12,Brand_15,44990,44990,27599,41840,-3150,-7.0,Үнэ бууруулах,Дунд,38.7,Дунд ашиг,Бага,1.0,1,1,"Эрэлт бага (1.0 ш/сар), ашиг бууруулахыг зөвшөөрнө (38.7%) | Үнийн бага бууралт илүү олон худалдан авагч татна"
Item_4303,Category_136,Group_35,Brand_15,32990,32990,17844,30680,-2310,-7.0,Үнэ бууруулах,Дунд,45.9,Сайн ашиг,Бага,1.0,1,1,"Эрэлт бага (1.0 ш/сар), ашиг бууруулахыг зөвшөөрнө (45.9%) | Үнийн бага бууралт илүү олон худалдан авагч татна"
Item_4304,Category_135,Group_35,Brand_15,99990,99990,66506,87990,-12000,-12.0,Үнэ бууруулах,Дунд,33.5,Дунд ашиг,Дунд,3.0,3,1,143 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4305,Category_138,Group_35,Brand_15,26831,26990,14025,23610,-3220,-12.0,Үнэ бууруулах,Дунд,48.4,Сайн ашиг,Дунд,11.5,23,2,139 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4306,Category_138,Group_35,Brand_15,26794,26990,14120,23580,-3213,-12.0,Үнэ бууруулах,Дунд,48.0,Сайн ашиг,Дунд,11.0,22,2,142 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4307,Category_138,Group_35,Brand_15,26760,26990,13812,23550,-3210,-12.0,Үнэ бууруулах,Дунд,48.4,Сайн ашиг,Дунд,13.5,27,2,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4308,Category_138,Group_35,Brand_15,18766,18990,9059,16510,-2255,-12.0,Үнэ бууруулах,Дунд,51.7,Сайн ашиг,Дунд,5.5,11,2,141 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
Item_4309,Category_138,Group_35,Brand_15,18880,18990,9086,16610,-2270,-12.0,Үнэ бууруулах,Дунд,51.9,Сайн ашиг,Дунд,9.5,19,2,137 хоногийн өмнө сүүлд зарагдсан | Борлуулалт идэвхжүүлэхийн тулд үнэ бууруулах
